CLASE_DE_ACCIDENTE,GRAVEDAD,VIAS,CORREGIMIENTO,DÍA_SEMANA,FECHA_DE_OCURRENCIA,TIPO_DIA,HORA_OCURRENCIA
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,VIERNES,2022-10-07,Entre semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-10-14,Entre semana,12:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,DOMINGO,2022-10-16,Fin de semana,11:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,LUNES,2022-10-17,Entre semana,01:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,LUNES,2022-10-17,Entre semana,11:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2022-10-19,Entre semana,12:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2022-10-20,Entre semana,07:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,VILLAGORGONA,JUEVES,2022-10-20,Entre semana,17:00:00
CHOQUE,MUERTOS,PALMIRA-VILLARICA,EL LAURO,SABADO,2022-10-22,Fin de semana,05:00:00
CHOQUE,DAÑOS,PALMIRA-PUERTO TEJADA,CANDELARIA,MARTES,2022-10-25,Entre semana,01:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MARTES,2022-10-25,Entre semana,16:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-10-28,Entre semana,09:00:00
CHOQUE,DAÑOS,POBLADO CAMPESTRE,CANDELARIA,MARTES,2022-11-01,Entre semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,MARTES,2022-11-01,Entre semana,06:00:00
VOLCAMIENTO,HERIDOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-11-02,Entre semana,05:00:00
CHOQUE,HERIDOS,CANDELARIA-FLORIDA,LA REGINA,JUEVES,2022-11-03,Entre semana,19:00:00
ATROPELLO,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-11-05,Fin de semana,22:00:00
CHOQUE,HERIDOS,CANDELARIA-PRADERA,CANDELARIA,SABADO,2022-11-05,Fin de semana,08:00:00
ATROPELLO,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2022-11-07,Entre semana,05:00:00
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,MARTES,2022-11-08,Entre semana,20:00:00
VOLCAMIENTO,MUERTOS,CALI-CANDELARIA,CANDELARIA,DOMINGO,2022-11-13,Fin de semana,04:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,LUNES,2022-11-14,Entre semana,07:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,MIERCOLES,2022-11-16,Entre semana,07:00:00
ATROPELLO,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,SABADO,2022-11-19,Fin de semana,11:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,JUEVES,2022-11-10,Entre semana,19:00:00
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,CANDELARIA,VIERNES,2022-11-11,Entre semana,08:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,DOMINGO,2022-11-20,Fin de semana,21:00:00
CHOQUE,HERIDOS,PUERTO TEJADA-PALMIRA,EL ARENAL,MIERCOLES,2022-11-23,Entre semana,17:00:00
ATROPELLO,HERIDOS,CALLE 13 CON CR 7,CANDELARIA,MIERCOLES,2022-11-23,Entre semana,09:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-11-23,Entre semana,07:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-11-28,Entre semana,07:00:00
CHOQUE,MUERTOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-11-30,Entre semana,05:00:00
CHOQUE,HERIDOS,CALLE 3 CON CR 5,CANDELARIA,JUEVES,2022-12-01,Entre semana,12:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,VIERNES,2022-12-02,Entre semana,11:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,SAN JOAQUIN,SABADO,2022-12-03,Fin de semana,15:00:00
CHOQUE,DAÑOS,CALI-FLORIDA,CANDELARIA,DOMINGO,2022-12-04,Fin de semana,06:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,DOMINGO,2022-12-04,Fin de semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,LUNES,2022-12-05,Entre semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-12-09,Entre semana,08:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,LUNES,2022-12-12,Entre semana,08:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2022-12-14,Entre semana,16:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2022-12-19,Entre semana,13:00:00
VOLCAMIENTO,HERIDOS,CALI-CANDELARIA,CANDELARIA,MIERCOLES,2022-12-21,Entre semana,08:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,POBLADO CAMPESTRE,DOMINGO,2022-12-25,Fin de semana,08:00:00
ATROPELLO,HERIDOS,PALMIRA-VILLARICA,EL ARENAL,DOMINGO,2023-01-01,Fin de semana,11:00:00
CHOQUE,HERIDOS,CARRERA 15 - CALLE 21,VILLAGORGONA,DOMINGO,2023-01-01,Fin de semana,18:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2023-01-01,Fin de semana,22:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,LUNES,2023-01-02,Entre semana,05:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,CANDELARIA,LUNES,2023-01-02,Entre semana,07:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MARTES,2023-01-03,Entre semana,07:00:00
CHOQUE,HERIDOS,CALLE 16 CR 16,VILLAGORGONA,VIERNES,2023-01-06,Entre semana,10:00:00
VOLCAMIENTO,HERIDOS,CANDELARIA-PRADERA,CANDELARIA,DOMINGO,2023-01-08,Fin de semana,08:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2023-01-15,Fin de semana,10:00:00
ATROPELLO,HERIDOS,CANDELARIA,CANDELARIA,MARTES,2023-01-17,Entre semana,07:00:00
CHOQUE,HERIDOS,CALLE 13 CALLE 18,EL CARMELO,VIERNES,2023-01-20,Entre semana,11:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,JUEVES,2023-01-26,Entre semana,09:00:00
CHOQUE,HERIDOS,CANDELARIA-PALMIRA,CANDELARIA,SABADO,2023-01-28,Fin de semana,05:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,DOMINGO,2023-01-29,Fin de semana,15:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,JUEVES,2023-02-02,Entre semana,20:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,VIERNES,2023-02-03,Entre semana,07:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2023-02-03,Entre semana,15:00:00
CHOQUE,DAÑOS,PUERTOTEJADA-PALMIRA,CANDELARIA,VIERNES,2023-02-03,Entre semana,05:00:00
CHOQUE,HERIDOS,PUERTOTEJADA-PALMIRA,CANDELARIA,VIERNES,2023-02-03,Entre semana,05:00:00
VOLCAMIENTO,MUERTOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2023-02-05,Fin de semana,08:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2023-02-05,Fin de semana,21:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,JUEVES,2023-02-09,Entre semana,14:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,JUEVES,2023-02-09,Entre semana,15:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,DOMINGO,2023-02-12,Fin de semana,09:00:00
CHOQUE,HERIDOS,CALLE 16 CARRERA 42B,JUANCHITO,DOMINGO,2023-02-12,Fin de semana,20:00:00
VOLCAMIENTO,HERIDOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2023-02-15,Entre semana,19:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,CANDELARIA,JUEVES,2023-02-16,Entre semana,09:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2023-02-17,Entre semana,08:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,VIERNES,2023-02-24,Entre semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,SABADO,2023-02-25,Fin de semana,20:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,MARTES,2023-02-28,Entre semana,19:00:00
VOLCAMIENTO,MUERTOS,CALI-CANDELARIA,CANDELARIA,DOMINGO,2023-03-05,Fin de semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2023-03-05,Fin de semana,20:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,JUEVES,2023-03-09,Entre semana,07:00:00
CHOQUE,HERIDOS,CARMELO - SAN JOAQUIN,SAN JOAQUIN,JUEVES,2023-03-09,Entre semana,15:00:00
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL CABUYAL,VIERNES,2023-03-10,Entre semana,23:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,VIERNES,2023-03-10,Entre semana,01:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL ARENAL,VIERNES,2023-03-24,Entre semana,16:00:00
VOLCAMIENTO,HERIDOS,VILLARICA-PALMIRA,PUEBLITO VIEJO,LUNES,2023-03-27,Entre semana,15:00:00
ATROPELLO,HERIDOS,"CR 37, CALLE 14",JUANCHITO,VIERNES,2023-03-31,Entre semana,07:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2023-04-05,Entre semana,08:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,SABADO,2023-04-08,Fin de semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,DOMINGO,2023-04-09,Fin de semana,11:00:00
VOLCAMIENTO,MUERTOS,CALI-CANDELARIA,VILLAGORGONA,MIERCOLES,2023-04-12,Entre semana,20:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,VIERNES,2023-04-14,Entre semana,22:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,MARTES,2023-04-14,Entre semana,18:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,SABADO,2023-04-15,Fin de semana,11:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,DOMINGO,2023-04-16,Fin de semana,14:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,LA REGINA,LUNES,2023-04-17,Entre semana,19:00:00
CHOQUE,MUERTOS,CALI-FLORIDA,CANDELARIA,SABADO,2023-04-22,Fin de semana,04:00:00
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,DOMINGO,2023-04-23,Fin de semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,MIERCOLES,2023-04-26,Entre semana,07:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,VIERNES,2023-04-28,Entre semana,22:00:00
VOLCAMIENTO,HERIDOS,SAN JOAQUIN - TIPLE,EL TIPLE,SABADO,2023-05-06,Fin de semana,15:00:00
VOLCAMIENTO,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2023-05-08,Entre semana,07:00:00
CHOQUE,MUERTOS,CALI-CANDELARIA,EL CARMELO,LUNES,2023-05-08,Entre semana,10:00:00
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,JUEVES,2023-05-11,Entre semana,06:00:00
